,setor,matricula,cargo,funcao,salario,mes
1837,CTI-2 - EQUIPE DE DESENVOLVIMENTO E SUPORTE A SISTEMAS,11416,CONSULTOR TÉCNICO LEGISLATIVO - INFORMÁTICA,,9631.93,7
1838,CTI-2 - EQUIPE DE DESENVOLVIMENTO E SUPORTE A SISTEMAS,11420,CONSULTOR TÉCNICO LEGISLATIVO - INFORMÁTICA,,13744.2,7
1839,CTI-2 - EQUIPE DE DESENVOLVIMENTO E SUPORTE A SISTEMAS,ausência de divulgação em razão de determinação judicial,,,19829.8,7
1840,CTI-3 - EQUIPE DE INTERNET E INTRANET,11198,CONSULTOR TÉCNICO LEGISLATIVO - INFORMÁTICA,SUPERVISOR DE EQUIPE,18762.11,7
1841,CTI-3 - EQUIPE DE INTERNET E INTRANET,11278,CONSULTOR TÉCNICO LEGISLATIVO - INFORMÁTICA,,14984.14,7
1842,CTI-3 - EQUIPE DE INTERNET E INTRANET,11360,CONSULTOR TÉCNICO LEGISLATIVO - INFORMÁTICA,,12717.51,7
1843,CTI-3 - EQUIPE DE INTERNET E INTRANET,11409,CONSULTOR TÉCNICO LEGISLATIVO - INFORMÁTICA,,13639.92,7
1844,CTI-3 - EQUIPE DE INTERNET E INTRANET,11411,CONSULTOR TÉCNICO LEGISLATIVO - INFORMÁTICA,,13655.22,7
1845,CTI-3 - EQUIPE DE INTERNET E INTRANET,11423,CONSULTOR TÉCNICO LEGISLATIVO - INFORMÁTICA,,13441.16,7
1846,CTI-3 - EQUIPE DE INTERNET E INTRANET,11472,CONSULTOR TÉCNICO LEGISLATIVO - INFORMÁTICA,,11637.65,7
1847,CTI-3 - EQUIPE DE INTERNET E INTRANET,100617,ANALlSTA DE MICROINFORMÁTICA PLENO,,11701.76,7
1848,CTI-4 - EQUIPE DE TELECOMUNICAÇÕES E INFRAESTRUTURA,11283,CONSULTOR TÉCNICO LEGISLATIVO - INFORMÁTICA,SUPERVISOR DE EQUIPE,19212.95,7
1849,CTI-4 - EQUIPE DE TELECOMUNICAÇÕES E INFRAESTRUTURA,11208,TÉCNICO ADMINISTRATIVO - ELETRÔNICA,,6064.13,7
1850,CTI-4 - EQUIPE DE TELECOMUNICAÇÕES E INFRAESTRUTURA,11351,TÉCNICO ADMINISTRATIVO - ELETRÔNICA,,9852.62,7
1851,CTI-4 - EQUIPE DE TELECOMUNICAÇÕES E INFRAESTRUTURA,11388,TÉCNICO ADMINISTRATIVO - INFORMÁTICA,,7745.85,7
1852,CTI-4 - EQUIPE DE TELECOMUNICAÇÕES E INFRAESTRUTURA,11417,CONSULTOR TÉCNICO LEGISLATIVO - INFORMÁTICA,,13389.02,7
1853,CTI-4 - EQUIPE DE TELECOMUNICAÇÕES E INFRAESTRUTURA,100274,TÉCNICO EM RADIOFONIA,,6979.27,7
1854,CTI-4 - EQUIPE DE TELECOMUNICAÇÕES E INFRAESTRUTURA,10924,ausência de divulgação em razão de determinação judicial,,17776.01,7
1855,CTI-4 - EQUIPE DE TELECOMUNICAÇÕES E INFRAESTRUTURA,11028,ausência de divulgação em razão de determinação judicial,,11673.62,7
1856,CTI-5 - UNIDADE DE EXPEDIENTE,11214,TÉCNICO ADMINISTRATIVO,SUPERVISOR DE UNIDADE ADMINISTRATIVA,10431.65,7
1857,CTI-5 - UNIDADE DE EXPEDIENTE,11134,TÉCNICO ADMINISTRATIVO,,19725.52,7
1858,CTI-5 - UNIDADE DE EXPEDIENTE,11229,TÉCNICO ADMINISTRATIVO,,8017.4,7
1859,CTI-5 - UNIDADE DE EXPEDIENTE,11434,TÉCNICO ADMINISTRATIVO,,6615.39,7
1860,CTI-5 - UNIDADE DE EXPEDIENTE,100856,ASSISTENTE PARLAMENTAR,,15127.02,7
1861,CTI-6 - NÚCLEO TÉCNICO DE ATENDIMENTO A USUÁRIOS DE REDE,11055,TÉCNICO ADMINISTRATIVO,SUPERVISOR DE NÚCLEO TÉCNICO,19697.52,7
1862,CTI-6 - NÚCLEO TÉCNICO DE ATENDIMENTO A USUÁRIOS DE REDE,11128,TÉCNICO ADMINISTRATIVO,,9335.5,7
1863,CTI-6 - NÚCLEO TÉCNICO DE ATENDIMENTO A USUÁRIOS DE REDE,11158,TÉCNICO ADMINISTRATIVO - INFORMÁTICA,,6660.92,7
1864,CTI-6 - NÚCLEO TÉCNICO DE ATENDIMENTO A USUÁRIOS DE REDE,11222,TÉCNICO ADMINISTRATIVO - INFORMÁTICA,,8198.55,7
1865,CTI-6 - NÚCLEO TÉCNICO DE ATENDIMENTO A USUÁRIOS DE REDE,11228,TÉCNICO ADMINISTRATIVO - INFORMÁTICA,,8121.24,7
1866,CTI-6 - NÚCLEO TÉCNICO DE ATENDIMENTO A USUÁRIOS DE REDE,11348,TÉCNICO ADMINISTRATIVO - INFORMÁTICA,,8017.39,7
1867,CTI-6 - NÚCLEO TÉCNICO DE ATENDIMENTO A USUÁRIOS DE REDE,11352,TÉCNICO ADMINISTRATIVO - INFORMÁTICA,,8017.39,7
1868,CTI-6 - NÚCLEO TÉCNICO DE ATENDIMENTO A USUÁRIOS DE REDE,11353,TÉCNICO ADMINISTRATIVO - INFORMÁTICA,,7745.85,7
1869,CTI-6 - NÚCLEO TÉCNICO DE ATENDIMENTO A USUÁRIOS DE REDE,11359,TÉCNICO ADMINISTRATIVO - INFORMÁTICA,,8017.39,7
1870,CTI-6 - NÚCLEO TÉCNICO DE ATENDIMENTO A USUÁRIOS DE REDE,11390,TÉCNICO ADMINISTRATIVO - INFORMÁTICA,,5766.98,7
1871,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,11240,TÉCNICO ADMINISTRATIVO,SUPERVISOR DE UNIDADE ADMINISTRATIVA,10455.79,7
1872,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,10629,TÉCNICO PARLAMENTAR (PS),,24777.95,7
1873,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,10885,TÉCNICO ADMINISTRATIVO,,14295.7,7
1874,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,10925,TÉCNICO ADMINISTRATIVO,,29076.65,7
1875,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,11095,TÉCNICO ADMINISTRATIVO,,7624.2,7
1876,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,11182,CONSULTOR TÉCNICO LEGISLATIVO - COMUNICAÇÃO SOCIAL (RELAÇÕES PÚBLICAS),,14407.71,7
1877,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,50783,COMISSIONADO,,6706.94,7
1878,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,51360,COMISSIONADO,,6676.62,7
1879,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,51728,COMISSIONADO,,7394.41,7
1880,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,51739,COMISSIONADO,,6027.18,7
1881,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,52204,COMISSIONADO,,6243.92,7
1882,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,101025,BARBEIRO*,,8780.13,7
1883,CCI - CENTRO DE COMUNICAÇÃO INSTITUCIONAL,101235,ENGRAXATE*,,10130.94,7
1884,CCI-1 - EQUIPE DE EVENTOS,11186,TÉCNICO ADMINISTRATIVO,SUPERVISOR DE EQUIPE,8796.86,7
1885,CCI-1 - EQUIPE DE EVENTOS,10617,TÉCNICO ADMINISTRATIVO (PS),,0.0,7
1886,CCI-1 - EQUIPE DE EVENTOS,10899,TÉCNICO ADMINISTRATIVO,,18625.68,7
1887,CCI-1 - EQUIPE DE EVENTOS,10968,TÉCNICO ADMINISTRATIVO,,15348.69,7
1888,CCI-1 - EQUIPE DE EVENTOS,11118,TÉCNICO ADMINISTRATIVO,,19764.97,7
1889,CCI-1 - EQUIPE DE EVENTOS,11145,TÉCNICO ADMINISTRATIVO - FOTÓGRAFO,,8145.37,7
1890,CCI-1 - EQUIPE DE EVENTOS,11157,TÉCNICO ADMINISTRATIVO - FOTÓGRAFO,,8392.79,7
1891,CCI-1 - EQUIPE DE EVENTOS,11161,CONSULTOR TÉCNICO LEGISLATIVO - COMUNICAÇÃO SOCIAL (RELAÇÕES PÚBLICAS),,13504.36,7
1892,CCI-1 - EQUIPE DE EVENTOS,11162,CONSULTOR TÉCNICO LEGISLATIVO - COMUNICAÇÃO SOCIAL (RELAÇÕES PÚBLICAS),,14879.86,7
1893,CCI-1 - EQUIPE DE EVENTOS,11344,TÉCNICO ADMINISTRATIVO - FOTÓGRAFO,,7980.56,7
1894,CCI-1 - EQUIPE DE EVENTOS,11355,TÉCNICO ADMINISTRATIVO - FOTÓGRAFO,,8032.7,7
1895,CCI-1 - EQUIPE DE EVENTOS,11387,TÉCNICO ADMINISTRATIVO,,8017.39,7
1896,CCI-1 - EQUIPE DE EVENTOS,100742,ASSISTENTE PARLAMENTAR,,12362.78,7
1897,CCI-1 - EQUIPE DE EVENTOS,100824,ARQUIVISTA,,8175.9,7
1898,CCI-2 - EQUIPE DE SUPORTE MULTIMÍDIA,11292,TÉCNICO ADMINISTRATIVO - ELETRÔNICA,SUPERVISOR DE EQUIPE,7718.18,7
1899,CCI-2 - EQUIPE DE SUPORTE MULTIMÍDIA,11076,TÉCNICO ADMINISTRATIVO,COORDENADOR DE CENTRO,21755.86,7
1900,CCI-2 - EQUIPE DE SUPORTE MULTIMÍDIA,10960,TÉCNICO ADMINISTRATIVO,,14622.36,7
1901,CCI-2 - EQUIPE DE SUPORTE MULTIMÍDIA,11026,TÉCNICO ADMINISTRATIVO,,16397.56,7
1902,CCI-2 - EQUIPE DE SUPORTE MULTIMÍDIA,11050,TÉCNICO ADMINISTRATIVO,,16566.67,7
1903,CCI-2 - EQUIPE DE SUPORTE MULTIMÍDIA,11193,TÉCNICO ADMINISTRATIVO - ELETRÔNICA,,5427.44,7
1904,CCI-2 - EQUIPE DE SUPORTE MULTIMÍDIA,11253,TÉCNICO ADMINISTRATIVO - ELETRÔNICA,,8084.41,7
1905,CCI-2 - EQUIPE DE SUPORTE MULTIMÍDIA,11346,TÉCNICO ADMINISTRATIVO - ELETRÔNICA,,9648.94,7
1906,CCI-2 - EQUIPE DE SUPORTE MULTIMÍDIA,11347,TÉCNICO ADMINISTRATIVO - ELETRÔNICA,,9349.4,7
1907,CCI-2 - EQUIPE DE SUPORTE MULTIMÍDIA,11354,TÉCNICO ADMINISTRATIVO - ELETRÔNICA,,7091.56,7
1908,CCI-2 - EQUIPE DE SUPORTE MULTIMÍDIA,11356,TÉCNICO ADMINISTRATIVO - ELETRÔNICA,,6933.16,7
1909,CCI-2 - EQUIPE DE SUPORTE MULTIMÍDIA,101051,ASSISTENTE PARLAMENTAR,,8747.76,7
1910,CCI-3 - EQUIPE DE COMUNICAÇÃO,11150,CONSULTOR TÉCNICO LEGISLATIVO - COMUNICAÇÃO SOCIAL (JORNALISMO),SUPERVISOR DE EQUIPE,18277.92,7
1911,CCI-3 - EQUIPE DE COMUNICAÇÃO,11084,TÉCNICO ADMINISTRATIVO,,14043.49,7
1912,CCI-3 - EQUIPE DE COMUNICAÇÃO,11101,TÉCNICO ADMINISTRATIVO,,16477.7,7
1913,CCI-3 - EQUIPE DE COMUNICAÇÃO,11170,CONSULTOR TÉCNICO LEGISLATIVO - COMUNICAÇÃO SOCIAL (JORNALISMO),,11014.01,7
1914,CCI-3 - EQUIPE DE COMUNICAÇÃO,11372,TÉCNICO ADMINISTRATIVO,,7382.07,7
1915,CCI-3 - EQUIPE DE COMUNICAÇÃO,11378,CONSULTOR TÉCNICO LEGISLATIVO - COMUNICAÇÃO SOCIAL (JORNALISMO),,13639.92,7
1916,CCI-3 - EQUIPE DE COMUNICAÇÃO,11380,CONSULTOR TÉCNICO LEGISLATIVO - COMUNICAÇÃO SOCIAL (JORNALISMO),,13603.09,7
1917,CCI-3 - EQUIPE DE COMUNICAÇÃO,11385,TÉCNICO ADMINISTRATIVO,,Este total corresponde ao valor da remuneração mensal mais valores retroativos.,7
1918,CCI-3 - EQUIPE DE COMUNICAÇÃO,11473,TÉCNICO ADMINISTRATIVO,,7205.28,7
1919,CCI-3 - EQUIPE DE COMUNICAÇÃO,100470,ASSISTENTE PARLAMENTAR,,13276.98,7
1920,CCI-3 - EQUIPE DE COMUNICAÇÃO,100788,ASSISTENTE PARLAMENTAR,,10331.84,7
1921,CCI-3 - EQUIPE DE COMUNICAÇÃO,101246,ASSISTENTE DE COMUNICAÇÃO,,11252.68,7
1922,CCI-4 - EQUIPE DE CERIMONIAL,11209,CONSULTOR TÉCNICO LEGISLATIVO - COMUNICAÇÃO SOCIAL (RELAÇÕES PÚBLICAS),,14472.55,7
1923,CCI-4 - EQUIPE DE CERIMONIAL,11213,CONSULTOR TÉCNICO LEGISLATIVO - COMUNICAÇÃO SOCIAL (RELAÇÕES PÚBLICAS),,14472.55,7
1924,CCI-4 - EQUIPE DE CERIMONIAL,52358,COMISSIONADO,,6308.75,7
1925,CCI-41 - UNIDADE DE EXPEDIENTE DO CERIMONIAL,11383,TÉCNICO ADMINISTRATIVO,SUPERVISOR DE UNIDADE ADMINISTRATIVA,9715.3,7
1926,CCI-41 - UNIDADE DE EXPEDIENTE DO CERIMONIAL,10802,TÉCNICO ADMINISTRATIVO,,13681.51,7
1927,CCI-6 - UNIDADE DE EXPEDIENTE,11068,TÉCNICO ADMINISTRATIVO,,16101.84,7
1928,CTEO - CONSULTORIA TÉCNICA DE ECONOMIA E ORÇAMENTO,11148,CONSULTOR TÉCNICO LEGISLATIVO - ECONOMIA,CONSULTOR GERAL DE ECONOMIA E ORÇAMENTO,20808.22,7
1929,CTEO - CONSULTORIA TÉCNICA DE ECONOMIA E ORÇAMENTO,11015,CONSULTOR TÉCNICO LEGISLATIVO - ECONOMIA,,25992.5,7
1930,CTEO - CONSULTORIA TÉCNICA DE ECONOMIA E ORÇAMENTO,51680,COMISSIONADO,,4692.47,7
1931,CTEO-1 - ASSESSORIA E CONSULTORIA ECONÔMICO-FINANCEIRA DO PROCESSO LEGISLATIVO,11340,CONSULTOR TÉCNICO LEGISLATIVO - ECONOMIA,SUPERVISOR DE EQUIPE,17981.62,7
1932,CTEO-1 - ASSESSORIA E CONSULTORIA ECONÔMICO-FINANCEIRA DO PROCESSO LEGISLATIVO,11093,CONSULTOR TÉCNICO LEGISLATIVO - ECONOMIA,,20541.29,7
1933,CTEO-1 - ASSESSORIA E CONSULTORIA ECONÔMICO-FINANCEIRA DO PROCESSO LEGISLATIVO,11177,CONSULTOR TÉCNICO LEGISLATIVO - ECONOMIA,,16657.98,7
1934,CTEO-1 - ASSESSORIA E CONSULTORIA ECONÔMICO-FINANCEIRA DO PROCESSO LEGISLATIVO,11382,CONSULTOR TÉCNICO LEGISLATIVO - ECONOMIA,,15501.12,7
1935,CTEO-2 - EQUIPE DE ASSESSORIA E CONSULTORIA DE CONTROLE EXTERNO,11338,CONSULTOR TÉCNICO LEGISLATIVO - ECONOMIA,SUPERVISOR DE EQUIPE,16436.84,7
1936,CTEO-2 - EQUIPE DE ASSESSORIA E CONSULTORIA DE CONTROLE EXTERNO,11168,CONSULTOR TÉCNICO LEGISLATIVO - ECONOMIA,,12983.65,7
1937,CTEO-3 - EQUIPE DE ASSESSORIA E CONSULTORIA ADM. E DE PLANEJAMENTO ORÇAMENTÁRIO,11188,CONSULTOR TÉCNICO LEGISLATIVO - ECONOMIA,SUPERVISOR DE EQUIPE,18277.92,7
1938,CTEO-3 - EQUIPE DE ASSESSORIA E CONSULTORIA ADM. E DE PLANEJAMENTO ORÇAMENTÁRIO,11052,CONSULTOR TÉCNICO LEGISLATIVO - ECONOMIA,,22335.78,7
1939,NÚCLEO TÉCNICO DE CONTROLE INTERNO,11308,CONSULTOR TÉCNICO LEGISLATIVO - CONTADOR,SUPERVISOR DE NÚCLEO TÉCNICO,20773.64,7
1940,NÚCLEO TÉCNICO DE CONTROLE INTERNO,11099,CONSULTOR TÉCNICO LEGISLATIVO - ADMINISTRAÇÃO,,17801.15,7
1941,NÚCLEO TÉCNICO DE CONTROLE INTERNO,11219,TÉCNICO ADMINISTRATIVO,,8069.53,7
1942,APM - ASSESSORIA POLICIAL MILITAR,PM 01,POLICIAL MILITAR,,5435.57,7
1943,APM - ASSESSORIA POLICIAL MILITAR,PM 02,POLICIAL MILITAR,,2691.74,7
1944,APM - ASSESSORIA POLICIAL MILITAR,PM 03,POLICIAL MILITAR,,2433.74,7
1945,APM - ASSESSORIA POLICIAL MILITAR,PM 04,POLICIAL MILITAR,,3563.11,7
1946,APM - ASSESSORIA POLICIAL MILITAR,PM 05,POLICIAL MILITAR,,2503.39,7
1947,APM - ASSESSORIA POLICIAL MILITAR,PM 06,POLICIAL MILITAR,,2677.52,7
1948,APM - ASSESSORIA POLICIAL MILITAR,PM 07,POLICIAL MILITAR,,2677.52,7
1949,APM - ASSESSORIA POLICIAL MILITAR,PM 08,POLICIAL MILITAR,,-831.78,7
1950,APM - ASSESSORIA POLICIAL MILITAR,PM 09,POLICIAL MILITAR,,5279.16,7
1951,APM - ASSESSORIA POLICIAL MILITAR,PM 10,POLICIAL MILITAR,,2647.07,7
1952,APM - ASSESSORIA POLICIAL MILITAR,PM 11,POLICIAL MILITAR,,2409.77,7
1953,APM - ASSESSORIA POLICIAL MILITAR,PM 12,POLICIAL MILITAR,,2677.52,7
1954,APM - ASSESSORIA POLICIAL MILITAR,PM 13,POLICIAL MILITAR,,2435.36,7
1955,APM - ASSESSORIA POLICIAL MILITAR,PM 14,POLICIAL MILITAR,,2647.07,7
1956,APM - ASSESSORIA POLICIAL MILITAR,PM 15,POLICIAL MILITAR,,2677.52,7
1957,APM - ASSESSORIA POLICIAL MILITAR,PM 16,POLICIAL MILITAR,,4650.87,7
1958,APM - ASSESSORIA POLICIAL MILITAR,PM 17,POLICIAL MILITAR,,2734.4,7
1959,APM - ASSESSORIA POLICIAL MILITAR,PM 18,POLICIAL MILITAR,,2705.96,7
1960,APM - ASSESSORIA POLICIAL MILITAR,PM 19,POLICIAL MILITAR,,3650.35,7
1961,GUARDA CIVIL METROPOLITANA,GCM 01,GUARDA CIVIL METROPOLITANO,,5840.13,7
1962,GUARDA CIVIL METROPOLITANA,GCM 02,GUARDA CIVIL METROPOLITANO,,3524.26,7
1963,GUARDA CIVIL METROPOLITANA,GCM 03,GUARDA CIVIL METROPOLITANO,,2691.74,7
1964,GUARDA CIVIL METROPOLITANA,GCM 04,GUARDA CIVIL METROPOLITANO,,2677.52,7
1965,GUARDA CIVIL METROPOLITANA,GCM 05,GUARDA CIVIL METROPOLITANO,,3593.48,7
1966,GUARDA CIVIL METROPOLITANA,GCM 06,GUARDA CIVIL METROPOLITANO,,3613.52,7
1967,GUARDA CIVIL METROPOLITANA,GCM 07,GUARDA CIVIL METROPOLITANO,,2691.74,7
1968,GUARDA CIVIL METROPOLITANA,GCM 08,GUARDA CIVIL METROPOLITANO,,3563.11,7
1969,GUARDA CIVIL METROPOLITANA,GCM 09,GUARDA CIVIL METROPOLITANO,,3678.79,7
1970,GUARDA CIVIL METROPOLITANA,GCM 10,GUARDA CIVIL METROPOLITANO,,2683.35,7
1971,GUARDA CIVIL METROPOLITANA,GCM 11,GUARDA CIVIL METROPOLITANO,,3621.91,7
1972,GUARDA CIVIL METROPOLITANA,GCM 12,GUARDA CIVIL METROPOLITANO,,3166.55,7
1973,GUARDA CIVIL METROPOLITANA,GCM 13,GUARDA CIVIL METROPOLITANO,,2669.13,7
1974,GUARDA CIVIL METROPOLITANA,GCM 14,GUARDA CIVIL METROPOLITANO,,2705.96,7
1975,GUARDA CIVIL METROPOLITANA,GCM 15,GUARDA CIVIL METROPOLITANO,,2691.74,7
1976,GUARDA CIVIL METROPOLITANA,GCM 16,GUARDA CIVIL METROPOLITANO,,3563.11,7
1977,GUARDA CIVIL METROPOLITANA,GCM 17,GUARDA CIVIL METROPOLITANO,,3563.11,7
1978,GUARDA CIVIL METROPOLITANA,GCM 18,GUARDA CIVIL METROPOLITANO,,2228.27,7
1979,GUARDA CIVIL METROPOLITANA,GCM 19,GUARDA CIVIL METROPOLITANO,,2677.52,7
1980,GUARDA CIVIL METROPOLITANA,GCM 20,GUARDA CIVIL METROPOLITANO,,2640.69,7
1981,GUARDA CIVIL METROPOLITANA,GCM 21,GUARDA CIVIL METROPOLITANO,,3593.48,7
1982,GUARDA CIVIL METROPOLITANA,GCM 22,GUARDA CIVIL METROPOLITANO,,2216.91,7
1983,GUARDA CIVIL METROPOLITANA,GCM 23,GUARDA CIVIL METROPOLITANO,,2235.03,7
1984,GUARDA CIVIL METROPOLITANA,GCM 24,GUARDA CIVIL METROPOLITANO,,2962.75,7
1985,GUARDA CIVIL METROPOLITANA,GCM 25,GUARDA CIVIL METROPOLITANO,,3792.69,7
1986,GUARDA CIVIL METROPOLITANA,GCM 26,GUARDA CIVIL METROPOLITANO,,3593.48,7
1987,GUARDA CIVIL METROPOLITANA,GCM 27,GUARDA CIVIL METROPOLITANO,,2705.96,7
1988,GUARDA CIVIL METROPOLITANA,GCM 28,GUARDA CIVIL METROPOLITANO,,2705.96,7
1989,GUARDA CIVIL METROPOLITANA,GCM 29,GUARDA CIVIL METROPOLITANO,,3678.79,7
1990,GUARDA CIVIL METROPOLITANA,GCM 30,GUARDA CIVIL METROPOLITANO,,2705.96,7
1991,GUARDA CIVIL METROPOLITANA,GCM 31,GUARDA CIVIL METROPOLITANO,,3593.48,7
1992,GUARDA CIVIL METROPOLITANA,GCM 32,GUARDA CIVIL METROPOLITANO,,2691.74,7
1993,GUARDA CIVIL METROPOLITANA,GCM 33,GUARDA CIVIL METROPOLITANO,,2720.18,7
1994,GUARDA CIVIL METROPOLITANA,GCM 34,GUARDA CIVIL METROPOLITANO,,3678.79,7
1995,GUARDA CIVIL METROPOLITANA,GCM 35,GUARDA CIVIL METROPOLITANO,,2705.96,7
1996,GUARDA CIVIL METROPOLITANA,GCM 36,GUARDA CIVIL METROPOLITANO,,3593.48,7
1997,GUARDA CIVIL METROPOLITANA,GCM 37,GUARDA CIVIL METROPOLITANO,,3650.35,7
1998,GUARDA CIVIL METROPOLITANA,GCM 38,GUARDA CIVIL METROPOLITANO,,2705.96,7
1999,GUARDA CIVIL METROPOLITANA,GCM 39,GUARDA CIVIL METROPOLITANO,,2921.3,7
2000,GUARDA CIVIL METROPOLITANA,GCM 40,GUARDA CIVIL METROPOLITANO,,5824.83,7
2001,GUARDA CIVIL METROPOLITANA,GCM 41,GUARDA CIVIL METROPOLITANO,,2691.74,7
2002,GUARDA CIVIL METROPOLITANA,GCM 42,GUARDA CIVIL METROPOLITANO,,3650.35,7
2003,GUARDA CIVIL METROPOLITANA,GCM 43,GUARDA CIVIL METROPOLITANO,,2705.96,7
2004,GUARDA CIVIL METROPOLITANA,GCM 44,GUARDA CIVIL METROPOLITANO,,3650.35,7
2005,GUARDA CIVIL METROPOLITANA,GCM 45,GUARDA CIVIL METROPOLITANO,,3707.23,7
2006,GUARDA CIVIL METROPOLITANA,GCM 46,GUARDA CIVIL METROPOLITANO,,2236.35,7
2007,GUARDA CIVIL METROPOLITANA,GCM 47,GUARDA CIVIL METROPOLITANO,,2705.96,7
2008,GUARDA CIVIL METROPOLITANA,GCM 48,GUARDA CIVIL METROPOLITANO,,5876.96,7
2009,GUARDA CIVIL METROPOLITANA,GCM 49,GUARDA CIVIL METROPOLITANO,,2976.43,7
2010,GUARDA CIVIL METROPOLITANA,GCM 50,GUARDA CIVIL METROPOLITANO,,3593.48,7
2011,GUARDA CIVIL METROPOLITANA,GCM 51,GUARDA CIVIL METROPOLITANO,,2691.74,7
2012,GUARDA CIVIL METROPOLITANA,GCM 52,GUARDA CIVIL METROPOLITANO,,3621.91,7
2013,GUARDA CIVIL METROPOLITANA,GCM 53,GUARDA CIVIL METROPOLITANO,,2893.53,7
2014,GUARDA CIVIL METROPOLITANA,GCM 54,GUARDA CIVIL METROPOLITANO,,2734.4,7
2015,GUARDA CIVIL METROPOLITANA,GCM 55,GUARDA CIVIL METROPOLITANO,,2183.97,7
2016,GUARDA CIVIL METROPOLITANA,GCM 56,GUARDA CIVIL METROPOLITANO,,3593.48,7
2017,GUARDA CIVIL METROPOLITANA,GCM 57,GUARDA CIVIL METROPOLITANO,,2904.62,7
2018,GUARDA CIVIL METROPOLITANA,GCM 58,GUARDA CIVIL METROPOLITANO,,2233.34,7
2019,GUARDA CIVIL METROPOLITANA,GCM 59,GUARDA CIVIL METROPOLITANO,,2691.74,7
2020,GUARDA CIVIL METROPOLITANA,GCM 60,GUARDA CIVIL METROPOLITANO,,2705.96,7
2021,GUARDA CIVIL METROPOLITANA,GCM 61,GUARDA CIVIL METROPOLITANO,,2691.74,7
2022,GUARDA CIVIL METROPOLITANA,GCM 62,GUARDA CIVIL METROPOLITANO,,2354.62,7
2023,GUARDA CIVIL METROPOLITANA,GCM 63,GUARDA CIVIL METROPOLITANO,,2517.69,7
2024,GUARDA CIVIL METROPOLITANA,GCM 64,GUARDA CIVIL METROPOLITANO,,3563.11,7
2025,GUARDA CIVIL METROPOLITANA,GCM 65,GUARDA CIVIL METROPOLITANO,,2691.74,7
2026,GUARDA CIVIL METROPOLITANA,GCM 66,GUARDA CIVIL METROPOLITANO,,2677.52,7
2027,GUARDA CIVIL METROPOLITANA,GCM 67,GUARDA CIVIL METROPOLITANO,,2677.52,7
2028,GUARDA CIVIL METROPOLITANA,GCM 68,GUARDA CIVIL METROPOLITANO,,5720.55,7
2029,GUARDA CIVIL METROPOLITANA,GCM 69,GUARDA CIVIL METROPOLITANO,,2844.24,7
2030,GUARDA CIVIL METROPOLITANA,GCM 70,GUARDA CIVIL METROPOLITANO,,2168.6,7
2031,GUARDA CIVIL METROPOLITANA,GCM 71,GUARDA CIVIL METROPOLITANO,,2602.46,7
2032,GUARDA CIVIL METROPOLITANA,GCM 72,GUARDA CIVIL METROPOLITANO,,3563.11,7
2033,GUARDA CIVIL METROPOLITANA,GCM 73,GUARDA CIVIL METROPOLITANO,,5720.55,7
2034,GUARDA CIVIL METROPOLITANA,GCM 74,GUARDA CIVIL METROPOLITANO,,5772.69,7
2035,GUARDA CIVIL METROPOLITANA,GCM 75,GUARDA CIVIL METROPOLITANO,,5720.55,7
2036,GUARDA CIVIL METROPOLITANA,GCM 76,GUARDA CIVIL METROPOLITANO,,2677.52,7
2037,GUARDA CIVIL METROPOLITANA,GCM 77,GUARDA CIVIL METROPOLITANO,,5772.69,7
,setor,matricula,cargo,funcao,salario,mes
0,PRESIDÊNCIA,40446,VEREADOR,VEREADOR,11534.82,8
1,GABINETE DA PRESIDÊNCIA,230931,CHEFE DE GABINETE DA PRESIDÊNCIA,CHEFE DE GABINETE DA PRESIDÊNCIA,14124.71,8
2,GABINETE DA PRESIDÊNCIA,27638,CHEFE DE CERIMONIAL,CHEFE DE CERIMONIAL,"Este total corresponde ao valor da remuneração mensal mais a quantia recebida, em parcela única, conforme decisão judicial.",8
3,GABINETE DA PRESIDÊNCIA,23636,ASSISTENTE LEGISLATIVO I,,5875.74,8
4,GABINETE DA PRESIDÊNCIA,23701,ASSISTENTE LEGISLATIVO III,,8935.29,8
5,GABINETE DA PRESIDÊNCIA,24147,ASSESSOR LEGISLATIVO,,17842.74,8
6,GABINETE DA PRESIDÊNCIA,24252,ASSESSOR LEGISLATIVO,,15472.79,8
7,GABINETE DA PRESIDÊNCIA,26468,ASSESSOR DE IMPRENSA INSTITUCIONAL,,14774.48,8
8,GABINETE DA PRESIDÊNCIA,26917,ASSISTENTE LEGISLATIVO III,,8135.51,8
9,GABINETE DA PRESIDÊNCIA,27760,ASSISTENTE LEGISLATIVO III,,8466.13,8
